day;BK-Saldo;SystemSell;SystemBuy;ENTRY;EXIT;RLM;SLP;NK-Saldo;holiday;margin;rlm_imputation;exit_imputation;entry_imputation
2011-11-21;-111291646.0;0.0;171708000.0;5529249657.0;1909526435.0;2021743304.0;1573750992;-77402886.0;0;171708000.0;1973379649.7198613;1873303603.2741213;5388778456.297419
2011-11-22;-77102538.0;0.0;191520000.0;5824263181.0;1984808501.0;2085512208.0;1643565960;-100398449.0;0;191520000.0;2012718844.255008;1887179858.8609967;5558413805.467376
2011-11-23;-60837459.0;0.0;158940000.0;5845293427.0;1952427614.0;2101694515.0;1703852136;-30226239.0;0;158940000.0;2042550772.081102;1895203280.1799788;5745850233.09428
2011-11-24;-52451403.0;0.0;169975000.0;5671787220.0;1892483864.0;2028851151.0;1670648280;-2422418.0;0;169975000.0;2013794944.998175;1938859895.61546;5806228502.00047
2011-11-25;-52431391.0;0.0;145260000.0;5592882415.0;1944849007.0;1947107172.0;1638546768;-66529693.0;0;145260000.0;1934250542.8109145;1957759206.9735885;5708846639.438921
2011-11-26;-9086808.0;0.0;22680000.0;4950129029.0;1850841019.0;1594571002.0;1486268928;-91345211.0;0;22680000.0;1608940084.561574;1952729938.8976996;5126974491.470126
2011-11-27;-9185468.0;0.0;15120000.0;4835315826.0;1882632484.0;1548274526.0;1381805784;-116347619.0;0;15120000.0;1550996782.436931;1959484856.4686668;4977246903.308737
2011-11-28;-74249760.0;0.0;228354000.0;5461713944.0;1852498702.0;1986618453.0;1510715088;-124935304.0;0;228354000.0;1903375301.7859783;1877571519.3851783;5390955809.918747
2011-11-29;-52926239.0;0.0;309582000.0;5403727366.0;1641402808.0;1984477339.0;1556146752;-150550361.0;0;309582000.0;1936690479.541464;1777430181.8752208;5526902776.660268
2011-11-30;-27486645.0;0.0;106320000.0;5292997532.0;1773497720.0;1966540567.0;1494906480;-78536830.0;0;106320000.0;1892177526.735692;1794900859.060397;5418963452.96913
2011-12-01;-31760342.0;0.0;206903000.0;5297065012.0;1813152873.0;1882022558.0;1448131872;-69035934.0;0;206903000.0;1860719812.607856;1858870810.996096;5385697624.324787
2011-12-02;-95624975.0;0.0;111334000.0;5213189615.0;2024159275.0;1831584745.0;1366579968;-89706704.0;0;111334000.0;1788495408.977843;1942491780.219;5197442212.915178
2011-12-03;-58475149.0;0.0;241081000.0;4975220066.0;1923893820.0;1515978305.0;1378683096;-159473680.0;0;241081000.0;1589686453.5152185;1975790674.852856;4961891356.191705
2011-12-04;-60915345.0;0.0;185745000.0;4922485417.0;1962002411.0;1521025930.0;1320267936;-131631740.0;0;185745000.0;1608901646.7547212;1945043895.7744856;4914766974.684955
2011-12-05;-143619153.0;0.0;396066000.0;5692883293.0;1962467013.0;1962677460.0;1556364264;-175088111.0;0;396066000.0;1998068432.025627;1915350924.9196613;5526567495.581343
2011-12-06;-126706813.0;0.0;366530000.0;5911675460.0;1997304154.0;2017235671.0;1693621104;-171950082.0;0;366530000.0;2012978220.205319;1846754293.7159376;5584042008.168592
2011-12-07;-102107988.0;0.0;297240000.0;5774069036.0;1901741852.0;1992987640.0;1719481848;-96702222.0;0;297240000.0;1992099211.0296164;1846855544.2039163;5581966229.489315
2011-12-08;-109985082.0;0.0;268807000.0;5737291574.0;1963722979.0;1947919542.0;1680565632;-10423780.0;0;268807000.0;1977408681.7226863;1926931418.6370213;5648302198.161051
2011-12-09;-120646815.0;0.0;121140000.0;5368536681.0;1890731974.0;1906075286.0;1579414296;-81150136.0;0;121140000.0;1897274678.489656;1970174895.25026;5484883025.904672
2011-12-10;-121783297.0;0.0;58320000.0;5359712662.0;1985185543.0;1699451118.0;1720967520;-95037018.0;0;58320000.0;1772561191.2978978;2020489671.0920887;5565523627.162084
2011-12-11;-121148076.0;0.0;342939000.0;5599181793.0;1893162586.0;1682319909.0;1841435016;-30322612.0;0;342939000.0;1781259105.3833518;1951180629.6491716;5707890781.0246525
2011-12-12;-109368379.0;0.0;263520000.0;5742092706.0;1921475883.0;1971129396.0;1752816336;-14915030.0;0;263520000.0;1998853822.8502076;1908269505.477396;5769562769.793226
2011-12-13;-94948955.0;0.0;296370000.0;5771736819.0;2000277811.0;1936805871.0;1648798176;-83877054.0;0;296370000.0;1947568347.7828443;1887119882.3566687;5636064929.181968
2011-12-14;-106220094.0;0.0;288968000.0;5573148409.0;1958781509.0;1904685730.0;1558313112;-105906794.0;0;288968000.0;1893706191.043705;1870306482.8164272;5402420337.920163
2011-12-15;-120331788.0;0.0;353767000.0;5700501765.0;1993172897.0;1907046430.0;1603713432;-131251498.0;0;353767000.0;1891319393.5412583;1885387869.3205929;5455139885.593392
2011-12-16;-118521040.0;0.0;265360000.0;5577763223.0;1919740345.0;1846293788.0;1703543664;-88334281.0;0;265360000.0;1841071151.3257115;1886188187.327564;5548018995.1633415
2011-12-17;-106244009.0;0.0;214892000.0;5441057868.0;1933180113.0;1618915640.0;1773097392;-78777135.0;0;214892000.0;1613939064.134358;1905915597.700498;5512403200.050875
2011-12-18;-144350209.0;0.0;198391000.0;5536251086.0;1937027351.0;1672322921.0;1893485208;-41109748.0;0;198391000.0;1617540816.255364;1941443611.742098;5627042120.419474
2011-12-19;-188056129.0;0.0;304304000.0;6091105086.0;1940816843.0;2033811572.0;2036303184;-53678115.0;0;304304000.0;1914957552.8490224;1893744794.94172;6090625777.31482
2011-12-20;-130219929.0;0.0;375300000.0;6021141913.0;1760712968.0;1997936631.0;2058447312;-45470808.0;0;375300000.0;1879411944.650432;1919894782.9763348;6067321149.266073
2011-12-21;1885792.0;0.0;241200000.0;5952970044.0;1795345738.0;1918385819.0;1988908344;11091561.0;0;241200000.0;1817419060.218436;1952116361.5213845;5853914297.278854
2011-12-22;72186174.0;38010000.0;118800000.0;5680287814.0;1918380531.0;1753775907.0;1848968544;89046823.0;0;80790000.0;1734271666.0602927;1965063199.0985131;5636626345.957306
2011-12-23;113610997.0;193456000.0;45360000.0;5083315448.0;2002259206.0;1494803101.0;1563876840;67026450.0;0;-148096000.0;1549293262.9725363;2016171221.6480663;5198584375.619781
2011-12-24;67818046.0;29520000.0;0.0;4913880673.0;1953042240.0;1319552525.0;1579124304;-67908201.0;0;-29520000.0;1307813193.4386728;2048244116.670133;5045471814.744245
2011-12-25;63309227.0;0.0;0.0;4850708093.0;1975224989.0;1278603706.0;1512829008;-87993521.0;1;0.0;1278347764.9157658;1971418514.1888115;4844968021.047942
2011-12-26;79970622.0;18980000.0;0.0;4769568605.0;2013484702.0;1271923619.0;1388909232;-62874602.0;1;-18980000.0;1272182423.607952;2013501075.544402;4762209748.227652
2011-12-27;93263859.0;33060000.0;41040000.0;5023280626.0;2036881941.0;1427546562.0;1440634776;-20908375.0;0;7980000.0;1529683765.255195;1983050841.2984505;5151933759.592686
2011-12-28;32184420.0;44664000.0;0.0;5127455863.0;2202849476.0;1454895779.0;1443420816;-128534993.0;0;-44664000.0;1540038443.1006994;2091553075.3459656;5223963712.928187
2011-12-29;-29346203.0;0.0;29520000.0;5273427545.0;2238392822.0;1479883704.0;1543238784;-154650421.0;0;29520000.0;1587371869.2543888;2131262357.990476;5441854691.7724085
2011-12-30;-77387536.0;0.0;160435000.0;5467485199.0;2206859361.0;1495647316.0;1706585496;-125517672.0;0;160435000.0;1579805173.4285471;2199849800.538304;5543699370.7021885
2011-12-31;-26263175.0;0.0;137040000.0;5185913005.0;2094464737.0;1329390819.0;1689952296;-46183361.0;0;137040000.0;1368794332.065107;2142765671.2764847;5293540748.315477
2012-01-01;17871542.0;0.0;87240000.0;4641352733.0;1955471139.0;1231526278.0;1361534736;30560727.0;1;87240000.0;1231663870.645565;1952888186.7664983;4637938009.387078
2012-01-02;-90564841.0;0.0;220450000.0;4947278094.0;1896675903.0;1612315967.0;1359098088;-93095799.0;0;220450000.0;1581212843.8206468;1908051408.8937304;5013191829.146578
2012-01-03;-108688449.0;0.0;309690000.0;5081710171.0;1830310362.0;1696265852.0;1376786112;-239296744.0;0;309690000.0;1643102072.6142974;1894287368.79209;5070055384.069677
2012-01-04;-143745415.0;0.0;436860000.0;5173265528.0;1675786372.0;1769091285.0;1459459680;-220032715.0;0;436860000.0;1722511067.836331;1880105708.738807;5267537048.229212
2012-01-05;-140265668.0;0.0;429660000.0;5324742385.0;1704134183.0;1824833254.0;1523117520;-235069224.0;0;429660000.0;1772213976.384498;1832628451.2147496;5292643988.593559
2012-01-06;-138384063.0;0.0;332280000.0;5363079748.0;1752254089.0;1764249819.0;1671898824;-182023170.0;0;332280000.0;1764867231.1922338;1825422375.5349145;5449048144.7648735
2012-01-07;-122150778.0;0.0;285688000.0;5119865333.0;1796812272.0;1557761122.0;1638201816;-131641357.0;0;285688000.0;1542389143.9410782;1882533707.2020116;5142005887.244334
2012-01-08;-138488381.0;0.0;240130000.0;5126910721.0;1761648862.0;1611298905.0;1667221584;-93644239.0;0;240130000.0;1591755099.1392317;1854791434.6636329;5180052858.029461
2012-01-09;-146825598.0;0.0;375440000.0;5698092274.0;1915552218.0;1928474594.0;1658385240;-106420446.0;0;375440000.0;1900279903.1240733;1834417000.357077;5358737792.205362
2012-01-10;-136609678.0;0.0;204720000.0;5566131916.0;1965512857.0;1920961695.0;1627268928;-45841424.0;0;204720000.0;1920428423.954428;1826245936.268083;5324629032.460548
2012-01-11;-132744258.0;0.0;212660000.0;5522164758.0;2036719289.0;1901162282.0;1538253792;-84709346.0;0;212660000.0;1919023630.2572184;1798082683.221024;5290340904.59242
2012-01-12;-127033423.0;0.0;227944000.0;5437632412.0;1964224149.0;1903276553.0;1483651608;-178888463.0;0;227944000.0;1900134299.6169767;1866575238.1291397;5290052987.363703
2012-01-13;-103486698.0;0.0;240010000.0;5756263989.0;2024991095.0;1941274265.0;1660088136;-203293604.0;0;240010000.0;1902673596.5529768;1870484340.195992;5433855708.147165
2012-01-14;-47909292.0;0.0;207380000.0;5582216168.0;1912293346.0;1679035013.0;1832306784;-108372973.0;0;207380000.0;1734848804.538035;1875788427.988371;5447911928.72797
2012-01-15;-105531672.0;0.0;197890000.0;5829702314.0;1931983688.0;1750510005.0;2057791584;-28014621.0;0;197890000.0;1809052470.003651;1863354964.0722432;5857008966.881342
2012-01-16;-180327786.0;0.0;342356000.0;6557315383.0;2030920721.0;2169300288.0;2229980928;-20294531.0;0;342356000.0;2103696791.222927;1916067199.78656;6428732472.311633
2012-01-17;-111375241.0;0.0;250624000.0;6647754867.0;2063110281.0;2213837715.0;2268625656;-2526151.0;0;250624000.0;2105929779.5109425;1891771484.744037;6485623075.091467
2012-01-18;-27423666.0;0.0;93930000.0;6359760495.0;2013783056.0;2076589695.0;2197261584;-9187768.0;0;93930000.0;2098416443.8632808;1928821034.9646692;6441667181.87056
2012-01-19;-15810568.0;37495000.0;10080000.0;5911727437.0;2026696210.0;1979874696.0;1905376704;-2656395.0;0;-27415000.0;2016236828.8192585;1955138877.2112556;5960923667.634809
2012-01-20;-66130180.0;0.0;71100000.0;5786775295.0;1886036188.0;1977206061.0;1899431016;-91597579.0;0;71100000.0;1962480169.26481;1963728798.424466;5981620070.242357
2012-01-21;-15427462.0;0.0;136618000.0;5215511388.0;1775434232.0;1622782365.0;1688855352;-198437977.0;0;136618000.0;1638410164.5995436;1974663712.4584053;5283237638.417803
2012-01-22;-22174507.0;0.0;30260000.0;5156391936.0;1797536539.0;1617102675.0;1715140248;-131043895.0;0;30260000.0;1649579531.7448883;1990693993.4063373;5354356835.2784
2012-01-23;-79591150.0;0.0;219458000.0;5765401741.0;1840263078.0;1996896771.0;1809415392;-112522050.0;0;219458000.0;1992139554.993721;1936046953.768463;5778890668.788044
2012-01-24;-35724305.0;0.0;158250000.0;5945625640.0;1895782371.0;2044421688.0;1921265592;-92401023.0;0;158250000.0;2058025823.785223;1971848723.3556557;5978406432.224257
2012-01-25;-78886234.0;0.0;185256000.0;6035882528.0;1837607168.0;2077806824.0;2030833128;-82641322.0;0;185256000.0;2090102188.5919948;2011380109.87216;6235976005.515804
2012-01-26;-81079811.0;0.0;197310000.0;6371105036.0;2080400518.0;2079170885.0;2143773192;-79925311.0;0;197310000.0;2106263788.8397343;2050518202.3158567;6481650425.247141
2012-01-27;-34914850.0;0.0;129900000.0;6231851487.0;2031077444.0;2036877751.0;2113543104;-75577745.0;0;129900000.0;2096325525.9612489;2120655543.3318849;6510642773.182744
2012-01-28;-55520062.0;0.0;36720000.0;5912599670.0;1962499041.0;1817551867.0;2143049952;-56441199.0;0;36720000.0;1893233467.690471;2141634796.5942893;6373480012.01598
2012-01-29;-128374254.0;0.0;136340000.0;6134311780.0;1953576950.0;1892643832.0;2297452464;-123743007.0;0;136340000.0;1940720348.258998;2067235855.4300828;6545317511.050198
2012-01-30;-136068281.0;0.0;377700000.0;7079958284.0;2092588350.0;2326756305.0;2452906488;-166285109.0;0;377700000.0;2282732692.481939;2043615650.0375504;7102885024.648222
2012-01-31;-184822122.0;0.0;390604000.0;7426802675.0;2219443886.0;2404635197.0;2623945992;-246382384.0;0;390604000.0;2369490952.280238;2118602999.1136992;7459644711.868405
2012-02-01;-182449763.0;0.0;562632000.0;7878367030.0;2264173247.0;2498678458.0;2770734504;-382333803.0;0;562632000.0;2470074458.272832;2238376590.732068;7830189892.990709
2012-02-02;-89810156.0;0.0;621540000.0;8386407083.0;2338592978.0;2664653147.0;2896817424;-453334240.0;0;621540000.0;2568517593.7608395;2327441624.414375;8147402560.058645
2012-02-03;-36940819.0;0.0;588080000.0;8508262644.0;2364996834.0;2634555152.0;2978843496;-447484908.0;0;588080000.0;2571947189.662648;2367276668.3254304;8292842404.84304
2012-02-04;3079908.0;0.0;454320000.0;8196604060.0;2454367990.0;2304127458.0;2978650224;-454609227.0;0;454320000.0;2369650875.680002;2442906848.6275506;8087442306.948574
2012-02-05;25706581.0;0.0;388890000.0;8172917346.0;2427546840.0;2310189736.0;3008224512;-443633168.0;0;388890000.0;2345953463.36292;2397465742.667635;8044887132.894775
2012-02-06;-33261963.0;0.0;418730000.0;8674713683.0;2419823584.0;2747628482.0;3104955360;-476813769.0;0;418730000.0;2690339229.3022537;2348753423.3818765;8567902305.056295
2012-02-07;-112376813.0;0.0;806307000.0;8976182639.0;2500834337.0;2693834520.0;3118661160;-529277548.0;0;806307000.0;2684976525.411502;2427005682.3125496;8621068442.581766
2012-02-08;-48539662.0;0.0;755895000.0;8990433665.0;2603300897.0;2666345133.0;3054664800;-274931171.0;0;755895000.0;2604499703.968456;2488597601.144588;8530796176.796331
2012-02-09;-40700474.0;0.0;563760000.0;8704426335.0;2542308362.0;2613583779.0;3011410464;-257505894.0;0;563760000.0;2627606460.310995;2572201828.898747;8623984146.065653
2012-02-10;-40946196.0;0.0;384800000.0;8474991188.0;2563704373.0;2604097087.0;2967740544;-306339608.0;0;384800000.0;2553993613.221407;2546745489.3950267;8413774532.401871
2012-02-11;-37324647.0;0.0;412440000.0;8302828028.0;2715177011.0;2307517149.0;2933983104;-332287975.0;0;412440000.0;2310632294.308688;2578715579.7362537;8185997978.859202
2012-02-12;-37119650.0;0.0;362219000.0;8096293949.0;2690817862.0;2214601548.0;2896592952;-241855646.0;0;362219000.0;2236851919.1017838;2547212506.2054687;8027827794.980082
2012-02-13;8927352.0;0.0;291924000.0;8058840532.0;2508844357.0;2488441240.0;2792217912;-51806349.0;0;291924000.0;2463959192.0514708;2445744914.221374;8110331586.023909
2012-02-14;50147277.0;0.0;77760000.0;7233344242.0;2275536064.0;2294179216.0;2518966344;51502856.0;0;77760000.0;2303026310.880453;2421636180.83994;7395508619.261034
2012-02-15;-2558691.0;116910000.0;0.0;6813105990.0;2428435464.0;2179329276.0;2269953168;-28981737.0;0;-116910000.0;2190194320.393528;2402747289.798506;6897045097.083771
2012-02-16;19267858.0;132960000.0;32612000.0;6722873737.0;2490364103.0;2110534561.0;2190014232;1854860.0;0;-100348000.0;2161150758.084257;2417936096.475365;6764324571.709745
2012-02-17;30168631.0;78480000.0;26100000.0;6325934257.0;2425354073.0;1959482566.0;1964611776;15000501.0;0;-52380000.0;2014903000.838209;2460581233.935634;6379769278.230358
2012-02-18;106912412.0;168540000.0;0.0;5802540968.0;2460360577.0;1605492113.0;1774036512;-51480784.0;0;-168540000.0;1726722658.4343352;2452981455.0716925;5919907529.319854
2012-02-19;23159494.0;52560000.0;13410000.0;5962765629.0;2378052539.0;1720515556.0;1866840240;-139540470.0;0;-39150000.0;1744386490.4224129;2436764554.1858883;6052046100.372952
2012-02-20;-2554059.0;10080000.0;116860000.0;6535448692.0;2353686843.0;2041139556.0;2064800976;-103351750.0;0;106780000.0;2097072794.840736;2355834497.536672;6641220773.497114
2012-02-21;-28106668.0;16560000.0;14400000.0;6365245562.0;2275161480.0;2015673199.0;2079441072;-44382196.0;0;-2160000.0;2033390607.300043;2305268248.8733277;6584433471.92182
2012-02-22;-5099763.0;12960000.0;20910000.0;6202988120.0;2345385438.0;1953987521.0;1909344576;55971734.0;0;7950000.0;1940664925.765208;2317089967.995136;6305980361.464849
2012-02-23;-8512770.0;0.0;18070000.0;5979245976.0;2352228657.0;1929567444.0;1699694616;-37513510.0;0;18070000.0;1902136188.1381671;2330181961.940148;6035833782.715408
2012-02-24;38801986.0;38880000.0;0.0;5562856703.0;2329424184.0;1789795685.0;1432717488;-89936968.0;0;-38880000.0;1743236856.7190964;2412504752.440116;5517476066.05035
2012-02-25;21799778.0;84240000.0;29640000.0;5201350053.0;2205494619.0;1573566144.0;1445189736;-112486730.0;0;-54600000.0;1516984305.2143462;2265309145.524209;5294662008.92419
2012-02-26;-34773859.0;0.0;136980000.0;5368246968.0;2088130932.0;1649310062.0;1559765760;-137954653.0;0;136980000.0;1569522295.861971;2259666096.112272;5397859810.317698
2012-02-27;-17111691.0;0.0;82950000.0;6013310746.0;2289068990.0;1942454587.0;1715746320;-47078234.0;0;82950000.0;1894776331.072763;2262692834.643687;5878627025.704314
2012-02-28;-222644.0;0.0;98790000.0;5771169919.0;2297556907.0;1860413204.0;1529922168;-90464705.0;0;98790000.0;1821863062.77375;2251741889.675924;5537858470.626642
2012-02-29;-7990603.0;0.0;10800000.0;5330724590.0;2216049115.0;1794397547.0;1313773920;-72657224.0;0;10800000.0;1765640853.3728836;2298651097.820763;5233300788.102587
2012-03-01;-117012136.0;57600000.0;113448000.0;5004247432.0;2094482680.0;1763738717.0;1241278392;-60073627.0;0;55848000.0;1751365181.3102093;2244404145.4027486;5165359327.345779
