day;BK-Saldo;SystemSell;SystemBuy;ENTRY;EXIT;RLM;SLP;NK-Saldo;holiday;margin
2011-11-21;-111291646.0;0.0;171708000.0;5529249657.0;1909526435.0;2021743304.0;1573750992;-77402886.0;0;171708000.0
2011-11-22;-77102538.0;0.0;191520000.0;5824263181.0;1984808501.0;2085512208.0;1643565960;-100398449.0;0;191520000.0
2011-11-23;-60837459.0;0.0;158940000.0;5845293427.0;1952427614.0;2101694515.0;1703852136;-30226239.0;0;158940000.0
2011-11-24;-52451403.0;0.0;169975000.0;5671787220.0;1892483864.0;2028851151.0;1670648280;-2422418.0;0;169975000.0
2011-11-25;-52431391.0;0.0;145260000.0;5592882415.0;1944849007.0;1947107172.0;1638546768;-66529693.0;0;145260000.0
2011-11-26;-9086808.0;0.0;22680000.0;4950129029.0;1850841019.0;1594571002.0;1486268928;-91345211.0;0;22680000.0
2011-11-27;-9185468.0;0.0;15120000.0;4835315826.0;1882632484.0;1548274526.0;1381805784;-116347619.0;0;15120000.0
2011-11-28;-74249760.0;0.0;228354000.0;5461713944.0;1852498702.0;1986618453.0;1510715088;-124935304.0;0;228354000.0
2011-11-29;-52926239.0;0.0;309582000.0;5403727366.0;1641402808.0;1984477339.0;1556146752;-150550361.0;0;309582000.0
2011-11-30;-27486645.0;0.0;106320000.0;5292997532.0;1773497720.0;1966540567.0;1494906480;-78536830.0;0;106320000.0
2011-12-01;-31760342.0;0.0;206903000.0;5297065012.0;1813152873.0;1882022558.0;1448131872;-69035934.0;0;206903000.0
2011-12-02;-95624975.0;0.0;111334000.0;5213189615.0;2024159275.0;1831584745.0;1366579968;-89706704.0;0;111334000.0
2011-12-03;-58475149.0;0.0;241081000.0;4975220066.0;1923893820.0;1515978305.0;1378683096;-159473680.0;0;241081000.0
2011-12-04;-60915345.0;0.0;185745000.0;4922485417.0;1962002411.0;1521025930.0;1320267936;-131631740.0;0;185745000.0
2011-12-05;-143619153.0;0.0;396066000.0;5692883293.0;1962467013.0;1962677460.0;1556364264;-175088111.0;0;396066000.0
2011-12-06;-126706813.0;0.0;366530000.0;5911675460.0;1997304154.0;2017235671.0;1693621104;-171950082.0;0;366530000.0
2011-12-07;-102107988.0;0.0;297240000.0;5774069036.0;1901741852.0;1992987640.0;1719481848;-96702222.0;0;297240000.0
2011-12-08;-109985082.0;0.0;268807000.0;5737291574.0;1963722979.0;1947919542.0;1680565632;-10423780.0;0;268807000.0
2011-12-09;-120646815.0;0.0;121140000.0;5368536681.0;1890731974.0;1906075286.0;1579414296;-81150136.0;0;121140000.0
2011-12-10;-121783297.0;0.0;58320000.0;5359712662.0;1985185543.0;1699451118.0;1720967520;-95037018.0;0;58320000.0
2011-12-11;-121148076.0;0.0;342939000.0;5599181793.0;1893162586.0;1682319909.0;1841435016;-30322612.0;0;342939000.0
2011-12-12;-109368379.0;0.0;263520000.0;5742092706.0;1921475883.0;1971129396.0;1752816336;-14915030.0;0;263520000.0
2011-12-13;-94948955.0;0.0;296370000.0;5771736819.0;2000277811.0;1936805871.0;1648798176;-83877054.0;0;296370000.0
2011-12-14;-106220094.0;0.0;288968000.0;5573148409.0;1958781509.0;1904685730.0;1558313112;-105906794.0;0;288968000.0
2011-12-15;-120331788.0;0.0;353767000.0;5700501765.0;1993172897.0;1907046430.0;1603713432;-131251498.0;0;353767000.0
2011-12-16;-118521040.0;0.0;265360000.0;5577763223.0;1919740345.0;1846293788.0;1703543664;-88334281.0;0;265360000.0
2011-12-17;-106244009.0;0.0;214892000.0;5441057868.0;1933180113.0;1618915640.0;1773097392;-78777135.0;0;214892000.0
2011-12-18;-144350209.0;0.0;198391000.0;5536251086.0;1937027351.0;1672322921.0;1893485208;-41109748.0;0;198391000.0
2011-12-19;-188056129.0;0.0;304304000.0;6091105086.0;1940816843.0;2033811572.0;2036303184;-53678115.0;0;304304000.0
2011-12-20;-130219929.0;0.0;375300000.0;6021141913.0;1760712968.0;1997936631.0;2058447312;-45470808.0;0;375300000.0
2011-12-21;1885792.0;0.0;241200000.0;5952970044.0;1795345738.0;1918385819.0;1988908344;11091561.0;0;241200000.0
2011-12-22;72186174.0;38010000.0;118800000.0;5680287814.0;1918380531.0;1753775907.0;1848968544;89046823.0;0;80790000.0
2011-12-23;113610997.0;193456000.0;45360000.0;5083315448.0;2002259206.0;1494803101.0;1563876840;67026450.0;0;-148096000.0
2011-12-24;67818046.0;29520000.0;0.0;4913880673.0;1953042240.0;1319552525.0;1579124304;-67908201.0;0;-29520000.0
2011-12-25;63309227.0;0.0;0.0;4850708093.0;1975224989.0;1278603706.0;1512829008;-87993521.0;1;0.0
2011-12-26;79970622.0;18980000.0;0.0;4769568605.0;2013484702.0;1271923619.0;1388909232;-62874602.0;1;-18980000.0
2011-12-27;93263859.0;33060000.0;41040000.0;5023280626.0;2036881941.0;1427546562.0;1440634776;-20908375.0;0;7980000.0
2011-12-28;32184420.0;44664000.0;0.0;5127455863.0;2202849476.0;1454895779.0;1443420816;-128534993.0;0;-44664000.0
2011-12-29;-29346203.0;0.0;29520000.0;5273427545.0;2238392822.0;1479883704.0;1543238784;-154650421.0;0;29520000.0
2011-12-30;-77387536.0;0.0;160435000.0;5467485199.0;2206859361.0;1495647316.0;1706585496;-125517672.0;0;160435000.0
2011-12-31;-26263175.0;0.0;137040000.0;5185913005.0;2094464737.0;1329390819.0;1689952296;-46183361.0;0;137040000.0
2012-01-01;17871542.0;0.0;87240000.0;4641352733.0;1955471139.0;1231526278.0;1361534736;30560727.0;1;87240000.0
2012-01-02;-90564841.0;0.0;220450000.0;4947278094.0;1896675903.0;1612315967.0;1359098088;-93095799.0;0;220450000.0
2012-01-03;-108688449.0;0.0;309690000.0;5081710171.0;1830310362.0;1696265852.0;1376786112;-239296744.0;0;309690000.0
2012-01-04;-143745415.0;0.0;436860000.0;5173265528.0;1675786372.0;1769091285.0;1459459680;-220032715.0;0;436860000.0
2012-01-05;-140265668.0;0.0;429660000.0;5324742385.0;1704134183.0;1824833254.0;1523117520;-235069224.0;0;429660000.0
2012-01-06;-138384063.0;0.0;332280000.0;5363079748.0;1752254089.0;1764249819.0;1671898824;-182023170.0;0;332280000.0
2012-01-07;-122150778.0;0.0;285688000.0;5119865333.0;1796812272.0;1557761122.0;1638201816;-131641357.0;0;285688000.0
2012-01-08;-138488381.0;0.0;240130000.0;5126910721.0;1761648862.0;1611298905.0;1667221584;-93644239.0;0;240130000.0
2012-01-09;-146825598.0;0.0;375440000.0;5698092274.0;1915552218.0;1928474594.0;1658385240;-106420446.0;0;375440000.0
2012-01-10;-136609678.0;0.0;204720000.0;5566131916.0;1965512857.0;1920961695.0;1627268928;-45841424.0;0;204720000.0
2012-01-11;-132744258.0;0.0;212660000.0;5522164758.0;2036719289.0;1901162282.0;1538253792;-84709346.0;0;212660000.0
2012-01-12;-127033423.0;0.0;227944000.0;5437632412.0;1964224149.0;1903276553.0;1483651608;-178888463.0;0;227944000.0
2012-01-13;-103486698.0;0.0;240010000.0;5756263989.0;2024991095.0;1941274265.0;1660088136;-203293604.0;0;240010000.0
2012-01-14;-47909292.0;0.0;207380000.0;5582216168.0;1912293346.0;1679035013.0;1832306784;-108372973.0;0;207380000.0
2012-01-15;-105531672.0;0.0;197890000.0;5829702314.0;1931983688.0;1750510005.0;2057791584;-28014621.0;0;197890000.0
2012-01-16;-180327786.0;0.0;342356000.0;6557315383.0;2030920721.0;2169300288.0;2229980928;-20294531.0;0;342356000.0
2012-01-17;-111375241.0;0.0;250624000.0;6647754867.0;2063110281.0;2213837715.0;2268625656;-2526151.0;0;250624000.0
2012-01-18;-27423666.0;0.0;93930000.0;6359760495.0;2013783056.0;2076589695.0;2197261584;-9187768.0;0;93930000.0
2012-01-19;-15810568.0;37495000.0;10080000.0;5911727437.0;2026696210.0;1979874696.0;1905376704;-2656395.0;0;-27415000.0
2012-01-20;-66130180.0;0.0;71100000.0;5786775295.0;1886036188.0;1977206061.0;1899431016;-91597579.0;0;71100000.0
2012-01-21;-15427462.0;0.0;136618000.0;5215511388.0;1775434232.0;1622782365.0;1688855352;-198437977.0;0;136618000.0
2012-01-22;-22174507.0;0.0;30260000.0;5156391936.0;1797536539.0;1617102675.0;1715140248;-131043895.0;0;30260000.0
2012-01-23;-79591150.0;0.0;219458000.0;5765401741.0;1840263078.0;1996896771.0;1809415392;-112522050.0;0;219458000.0
2012-01-24;-35724305.0;0.0;158250000.0;5945625640.0;1895782371.0;2044421688.0;1921265592;-92401023.0;0;158250000.0
2012-01-25;-78886234.0;0.0;185256000.0;6035882528.0;1837607168.0;2077806824.0;2030833128;-82641322.0;0;185256000.0
2012-01-26;-81079811.0;0.0;197310000.0;6371105036.0;2080400518.0;2079170885.0;2143773192;-79925311.0;0;197310000.0
2012-01-27;-34914850.0;0.0;129900000.0;6231851487.0;2031077444.0;2036877751.0;2113543104;-75577745.0;0;129900000.0
2012-01-28;-55520062.0;0.0;36720000.0;5912599670.0;1962499041.0;1817551867.0;2143049952;-56441199.0;0;36720000.0
2012-01-29;-128374254.0;0.0;136340000.0;6134311780.0;1953576950.0;1892643832.0;2297452464;-123743007.0;0;136340000.0
2012-01-30;-136068281.0;0.0;377700000.0;7079958284.0;2092588350.0;2326756305.0;2452906488;-166285109.0;0;377700000.0
2012-01-31;-184822122.0;0.0;390604000.0;7426802675.0;2219443886.0;2404635197.0;2623945992;-246382384.0;0;390604000.0
2012-02-01;-182449763.0;0.0;562632000.0;7878367030.0;2264173247.0;2498678458.0;2770734504;-382333803.0;0;562632000.0
2012-02-02;-89810156.0;0.0;621540000.0;8386407083.0;2338592978.0;2664653147.0;2896817424;-453334240.0;0;621540000.0
2012-02-03;-36940819.0;0.0;588080000.0;8508262644.0;2364996834.0;2634555152.0;2978843496;-447484908.0;0;588080000.0
2012-02-04;3079908.0;0.0;454320000.0;8196604060.0;2454367990.0;2304127458.0;2978650224;-454609227.0;0;454320000.0
2012-02-05;25706581.0;0.0;388890000.0;8172917346.0;2427546840.0;2310189736.0;3008224512;-443633168.0;0;388890000.0
2012-02-06;-33261963.0;0.0;418730000.0;8674713683.0;2419823584.0;2747628482.0;3104955360;-476813769.0;0;418730000.0
2012-02-07;-112376813.0;0.0;806307000.0;8976182639.0;2500834337.0;2693834520.0;3118661160;-529277548.0;0;806307000.0
2012-02-08;-48539662.0;0.0;755895000.0;8990433665.0;2603300897.0;2666345133.0;3054664800;-274931171.0;0;755895000.0
2012-02-09;-40700474.0;0.0;563760000.0;8704426335.0;2542308362.0;2613583779.0;3011410464;-257505894.0;0;563760000.0
2012-02-10;-40946196.0;0.0;384800000.0;8474991188.0;2563704373.0;2604097087.0;2967740544;-306339608.0;0;384800000.0
2012-02-11;-37324647.0;0.0;412440000.0;8302828028.0;2715177011.0;2307517149.0;2933983104;-332287975.0;0;412440000.0
2012-02-12;-37119650.0;0.0;362219000.0;8096293949.0;2690817862.0;2214601548.0;2896592952;-241855646.0;0;362219000.0
2012-02-13;8927352.0;0.0;291924000.0;8058840532.0;2508844357.0;2488441240.0;2792217912;-51806349.0;0;291924000.0
2012-02-14;50147277.0;0.0;77760000.0;7233344242.0;2275536064.0;2294179216.0;2518966344;51502856.0;0;77760000.0
2012-02-15;-2558691.0;116910000.0;0.0;6813105990.0;2428435464.0;2179329276.0;2269953168;-28981737.0;0;-116910000.0
2012-02-16;19267858.0;132960000.0;32612000.0;6722873737.0;2490364103.0;2110534561.0;2190014232;1854860.0;0;-100348000.0
2012-02-17;30168631.0;78480000.0;26100000.0;6325934257.0;2425354073.0;1959482566.0;1964611776;15000501.0;0;-52380000.0
2012-02-18;106912412.0;168540000.0;0.0;5802540968.0;2460360577.0;1605492113.0;1774036512;-51480784.0;0;-168540000.0
2012-02-19;23159494.0;52560000.0;13410000.0;5962765629.0;2378052539.0;1720515556.0;1866840240;-139540470.0;0;-39150000.0
2012-02-20;-2554059.0;10080000.0;116860000.0;6535448692.0;2353686843.0;2041139556.0;2064800976;-103351750.0;0;106780000.0
2012-02-21;-28106668.0;16560000.0;14400000.0;6365245562.0;2275161480.0;2015673199.0;2079441072;-44382196.0;0;-2160000.0
2012-02-22;-5099763.0;12960000.0;20910000.0;6202988120.0;2345385438.0;1953987521.0;1909344576;55971734.0;0;7950000.0
2012-02-23;-8512770.0;0.0;18070000.0;5979245976.0;2352228657.0;1929567444.0;1699694616;-37513510.0;0;18070000.0
2012-02-24;38801986.0;38880000.0;0.0;5562856703.0;2329424184.0;1789795685.0;1432717488;-89936968.0;0;-38880000.0
2012-02-25;21799778.0;84240000.0;29640000.0;5201350053.0;2205494619.0;1573566144.0;1445189736;-112486730.0;0;-54600000.0
2012-02-26;-34773859.0;0.0;136980000.0;5368246968.0;2088130932.0;1649310062.0;1559765760;-137954653.0;0;136980000.0
2012-02-27;-17111691.0;0.0;82950000.0;6013310746.0;2289068990.0;1942454587.0;1715746320;-47078234.0;0;82950000.0
2012-02-28;-222644.0;0.0;98790000.0;5771169919.0;2297556907.0;1860413204.0;1529922168;-90464705.0;0;98790000.0
2012-02-29;-7990603.0;0.0;10800000.0;5330724590.0;2216049115.0;1794397547.0;1313773920;-72657224.0;0;10800000.0
2012-03-01;-117012136.0;57600000.0;113448000.0;5004247432.0;2094482680.0;1763738717.0;1241278392;-60073627.0;0;55848000.0
2012-03-02;-95956099.0;61920000.0;255176000.0;5127566897.0;2118244480.0;1744469906.0;1199048496;-172391066.0;0;193256000.0
2012-03-03;18940487.0;0.0;114000000.0;4624170784.0;1895513342.0;1451465918.0;1218811464;-169583142.0;0;114000000.0
2012-03-04;5008038.0;0.0;153010000.0;4800188836.0;1900548357.0;1475663914.0;1319842392;-82109876.0;0;153010000.0
2012-03-05;-42291598.0;0.0;184583000.0;5513182988.0;2065074786.0;1808914673.0;1536510168;-146053213.0;0;184583000.0
2012-03-06;-49195615.0;0.0;175734000.0;5676716667.0;2074561022.0;1846080782.0;1688942496;34084633.0;0;175734000.0
2012-03-07;-57536446.0;0.0;144980000.0;5648258503.0;2066498326.0;1806559500.0;1734801072;10955319.0;0;144980000.0
2012-03-08;-41567423.0;15530000.0;126720000.0;5718212332.0;2113702068.0;1847127473.0;1755737040;28577866.0;0;111190000.0
2012-03-09;8107632.0;79912000.0;12240000.0;5502141682.0;2123915306.0;1726274075.0;1695492768;96121257.0;0;-67672000.0
2012-03-10;8061205.0;147780000.0;0.0;5088260121.0;2247710884.0;1449731989.0;1495619784;85852590.0;0;-147780000.0
2012-03-11;-946202.0;110190000.0;0.0;4981750376.0;2265182995.0;1465021629.0;1348353192;-12759844.0;0;-110190000.0
2012-03-12;38240939.0;46800000.0;107469000.0;5241249813.0;2128409564.0;1742160092.0;1308112488;-71401745.0;0;60669000.0
2012-03-13;-26610362.0;60480000.0;17040000.0;5140849521.0;2130150910.0;1749947657.0;1309445688;-95200749.0;0;-43440000.0
2012-03-14;-44120369.0;53280000.0;113476000.0;5188085131.0;2110545255.0;1757738729.0;1345546512;-82058280.0;0;60196000.0
2012-03-15;-601794.0;23760000.0;30480000.0;5067916873.0;2133996176.0;1680916165.0;1250273640;-15719827.0;0;6720000.0
2012-03-16;89783984.0;30480000.0;0.0;4845865684.0;2191535035.0;1520080813.0;1066169616;34245512.0;0;-30480000.0
2012-03-17;70295621.0;26370000.0;0.0;4571368928.0;2298122565.0;1273217676.0;931505280;-57215101.0;0;-26370000.0
2012-03-18;15214937.0;23760000.0;6480000.0;4643171353.0;2245704728.0;1348777140.0;1043461416;-96711632.0;0;-17280000.0
2012-03-19;-3649088.0;0.0;160790000.0;5056279032.0;2010212763.0;1697306573.0;1250074032;-51673490.0;0;160790000.0
2012-03-20;14820309.0;50650000.0;0.0;5172575408.0;2225497298.0;1646140949.0;1324993848;94997728.0;0;-50650000.0
2012-03-21;47687119.0;154850000.0;0.0;5090731629.0;2327527928.0;1585726366.0;1236984912;152735306.0;0;-154850000.0
2012-03-22;-31020511.0;201818000.0;0.0;4758332644.0;2347614104.0;1547514070.0;1048361904;122077911.0;0;-201818000.0
2012-03-23;-19489760.0;130980000.0;0.0;4614269520.0;2342540551.0;1445439138.0;955415544;104090732.0;0;-130980000.0
2012-03-24;-8993383.0;49750000.0;27510000.0;4190958591.0;2195819005.0;1186192486.0;845446420;80899334.0;0;-22240000.0
2012-03-25;-38354389.0;87120000.0;0.0;4212360248.0;2213290015.0;1259636543.0;858941736;44691482.0;0;-87120000.0
2012-03-26;10930185.0;61920000.0;0.0;4620401140.0;2207612920.0;1520764061.0;930428400;31301755.0;0;-61920000.0
2012-03-27;3927541.0;110880000.0;0.0;4402057726.0;2090466600.0;1503997874.0;900372672;70765572.0;0;-110880000.0
2012-03-28;27177310.0;66240000.0;0.0;4508472276.0;2195416881.0;1492935454.0;842167680;69330010.0;0;-66240000.0
2012-03-29;-8698428.0;62012000.0;0.0;4644071482.0;2183558783.0;1568122892.0;933591648;-56618872.0;0;-62012000.0
2012-03-30;6037514.0;45360000.0;12600000.0;4595903615.0;2056899920.0;1550739168.0;1005676584;-119620397.0;0;-32760000.0
2012-03-31;2780803.0;0.0;10640000.0;4589776276.0;2033624209.0;1390984557.0;1157027952;-103135212.0;0;10640000.0
2012-04-01;23320119.0;0.0;13900000.0;5307338830.0;2483033937.0;1395979879.0;1382477520;34688865.0;0;13900000.0
2012-04-02;26921003.0;15716000.0;85900000.0;5610152111.0;2451451335.0;1653765847.0;1405473000;83920992.0;0;70184000.0
2012-04-03;52278543.0;135438000.0;28080000.0;5542948785.0;2646584380.0;1604931680.0;1323095376;193017779.0;0;-107358000.0
2012-04-04;-21221256.0;81574000.0;64710000.0;5428637745.0;2562963451.0;1638698594.0;1269896616;60876572.0;0;-16864000.0
2012-04-05;-28665998.0;17820000.0;45390000.0;5464094149.0;2543183468.0;1655409120.0;1267298184;-76822010.0;0;27570000.0
2012-04-06;30475874.0;0.0;69740000.0;5357299490.0;2593662279.0;1350483174.0;1330964544;6210688.0;1;69740000.0
2012-04-07;-41282132.0;0.0;0.0;5347462585.0;2499173279.0;1353036411.0;1527545784;76857624.0;0;0.0
2012-04-08;10848397.0;45899000.0;0.0;5469500130.0;2469131225.0;1333787426.0;1675820808;233442047.0;0;-45899000.0
2012-04-09;18721936.0;37700000.0;0.0;5376467887.0;2483387477.0;1366289836.0;1510745136;95580279.0;1;-37700000.0
2012-04-10;15719711.0;111354000.0;0.0;5252492294.0;2611738638.0;1532805773.0;1184977248;64791555.0;0;-111354000.0
2012-04-11;-77264348.0;129358000.0;0.0;5397604181.0;2729294092.0;1664095537.0;1187394048;104910822.0;0;-129358000.0
2012-04-12;-71612432.0;130560000.0;0.0;5393111477.0;2723991958.0;1689721225.0;1153399512;38383745.0;0;-130560000.0
2012-04-13;-59916983.0;8640000.0;82860000.0;5565959324.0;2728647150.0;1668446250.0;1186498608;64721814.0;0;74220000.0
2012-04-14;-5025492.0;119070000.0;0.0;5189038625.0;2755196202.0;1339890668.0;1197036480;122521025.0;0;-119070000.0
2012-04-15;-37259492.0;62640000.0;0.0;5097237958.0;2569663078.0;1366651255.0;1261494840;95066242.0;0;-62640000.0
2012-04-16;-111522972.0;100080000.0;0.0;5520390696.0;2571872097.0;1724203571.0;1425755928;76224313.0;0;-100080000.0
2012-04-17;67875915.0;15120000.0;40390000.0;5801241994.0;2575257652.0;1689876141.0;1471819416;198197954.0;0;25270000.0
2012-04-18;106763424.0;105096000.0;0.0;5514423307.0;2533663543.0;1631967006.0;1302176712;160555500.0;0;-105096000.0
2012-04-19;6364007.0;138240000.0;0.0;5462701149.0;2846359008.0;1585609394.0;1133727648;129316942.0;0;-138240000.0
2012-04-20;5573368.0;158820000.0;0.0;5296248261.0;2792316446.0;1563807873.0;1058720184;107105449.0;0;-158820000.0
2012-04-21;14445178.0;138950000.0;0.0;5035439824.0;2842127160.0;1272647770.0;1008408264;10270435.0;0;-138950000.0
2012-04-22;-9737667.0;90180000.0;0.0;4971986606.0;2696067319.0;1299848559.0;1064476056;-3836901.0;0;-90180000.0
2012-04-23;-10294618.0;114480000.0;11397000.0;5210003953.0;2648814657.0;1589136559.0;1075395480;51323043.0;0;-103083000.0
2012-04-24;-71850553.0;37750000.0;0.0;5308130122.0;2705867448.0;1621317081.0;1086744432;63082339.0;0;-37750000.0
2012-04-25;-3817785.0;31138000.0;0.0;5316498050.0;2897369516.0;1492822519.0;940081968;29053221.0;0;-31138000.0
2012-04-26;-3589783.0;0.0;7840000.0;4951997162.0;2725813776.0;1453354110.0;760872672;-41539514.0;0;7840000.0
2012-04-27;15974297.0;0.0;0.0;4966007190.0;2937509242.0;1379318453.0;617274168;-23939903.0;0;0.0
2012-04-28;70378109.0;23760000.0;15120000.0;4740655401.0;3096580039.0;1078886311.0;498368976;24883194.0;0;-8640000.0
2012-04-29;85584807.0;84900000.0;9360000.0;4683097366.0;3163372044.0;1065567732.0;419981256;-13605233.0;0;-75540000.0
2012-04-30;139059847.0;96270000.0;0.0;4738355943.0;3152894550.0;1137646413.0;363326016;-38768768.0;0;-96270000.0
2012-05-01;69588013.0;76275000.0;0.0;4566356946.0;3114398409.0;1051317649.0;366988992;-12472745.0;1;-76275000.0
